Language,basicness_score,basicness_rank,basicness_score_softmax,basicness_score_softmax_clip,basicness_score_softmax_scale,combined_metric_softmax,combined_metric_softmax_clip,word_in_children_res,word_in_second_lang_learn_res,en_lemmas,n_hyponyms,n_synonyms,n_syn_senses,avg_word_length,avg_pronounce_complexity,avg_word_frequency,avg_n_senses,normalized_length,normalized_pronounce_complexity,normalized_n_senses,normalized_frequency,normalized_n_hyponyms,normalized_n_synonyms,example_en_lemma,example_en_gloss,ili
es,0.0027922784035981627,1,0.0029410664796397966,0.0029410664796397966,0.0029410664796397966,0.3344952571118335,0.3344952571118335,0,0,"falls, waterfall",9,1,2,7.0,0.766,3.63e-06,2.0,0.41666666666319446,0.766,0.0769230769224852,0.002552615467241584,0.2432432432425858,0.0,falls,a steep descent of the water of a river,i86414
nb,0.9999999999082456,4,0.004553561206679385,0.004553561206679385,0.004553561206679386,0.771632602974748,0.771632602974748,1,1,nature,0,1,10,5.0,0.206,3.89e-05,10.0,0.249999999996875,0.206,0.9999999999888889,0.05613543666772359,0.0,0.0,nature,a causal agent creating and controlling things in the universe,i86562
it,0.5746349904776707,3,0.003927224412628045,0.003927224412628045,0.0039272244126280454,0.6236559133975935,0.6236559133975935,0,1,nature,0,1,9,6.0,0.198,0.000123,9.0,0.2857142857122449,0.198,0.4838709677388137,0.12785150331861897,0.0,0.0,nature,a causal agent creating and controlling things in the universe,i86562
en,0.0,1,0.003227612901955601,0.003227612901955601,0.003227612901955601,0.4274658177295709,0.4274658177295709,0,0,nature,0,1,5,6.0,0.599,9.55e-05,5.0,0.299999999997,0.599,0.5714285714204081,0.20441175197804046,0.0,0.0,nature,a causal agent creating and controlling things in the universe,i86562
es,0.38666412959683377,2,0.003190471400987958,0.003190471400987958,0.0031904714009879584,0.41589167384519254,0.41589167384519254,0,1,nature,0,1,5,10.0,0.197,8.32e-05,5.0,0.6666666666611111,0.197,0.3076923076899408,0.10410842183144799,0.0,0.0,nature,a causal agent creating and controlling things in the universe,i86562
nb,0.9999999998450354,4,0.003531327168537458,0.003531327168537458,0.0035313271685374578,0.5173967620726512,0.5173967620726512,0,1,"fisherman, fisher",0,1,1,6.0,0.804,1.29e-05,1.0,0.3749999999953125,0.804,0.0,0.01856006553144726,0.0,0.0,fisherman,someone whose occupation is catching fish,i89974
en,0.04489030880128386,1,0.002948296445157537,0.002948296445157537,0.002948296445157537,0.3369505206919886,0.3369505206919886,0,0,"fisherman, fisher",2,2,3,7.5,0.5185,6.795e-06,1.5,0.4499999999955,0.5185,0.07142857142755102,0.007556421837859382,0.009999999999995,0.09090909090826446,fisherman,someone whose occupation is catching fish,i89974
es,0.0,1,0.0028126655390037884,0.0028126655390037884,0.0028126655390037884,0.2898556174725692,0.2898556174725692,0,0,"fisherman, fisher",0,1,1,8.0,0.761,3.63e-06,1.0,0.49999999999583333,0.761,0.0,0.002552615467241584,0.0,0.0,fisherman,someone whose occupation is catching fish,i89974
it,0.0021874896482036842,1,0.0028100737346822874,0.0028100737346822874,0.002810073734682288,0.28893371646350224,0.28893371646350224,0,0,"fisherman, fisher",1,1,2,9.0,0.773,4.07e-06,2.0,0.4999999999964286,0.773,0.03225806451592091,0.003182503026050926,0.013698630136967536,0.0,fisherman,someone whose occupation is catching fish,i89974
nb,0.9999999999173308,4,0.004487253235011992,0.004487253235011992,0.004487253235011993,0.7569637562517098,0.7569637562517098,1,1,"guest, invitee",0,1,2,5.0,0.357,1.82e-05,2.0,0.249999999996875,0.357,0.11111111110987654,0.02621966041691897,0.0,0.0,guest,a visitor to whom hospitality is extended,i90350
en,0.5013243447025826,3,0.003739336644205046,0.003739336644205046,0.003739336644205046,0.5746312211969432,0.5746312211969432,1,0,"guest, invitee",3,2,5,6.0,0.281,1.90645e-05,2.5,0.299999999997,0.281,0.21428571428265306,0.03478506140896531,0.0149999999999925,0.09090909090826446,guest,a visitor to whom hospitality is extended,i90350
it,0.44030827151384067,2,0.0034837486673726737,0.0034837486673726737,0.003483748667372674,0.5038319106489214,0.5038319106489214,1,0,"guest, invitee",0,2,8,7.0,0.763,2.4449999999999998e-05,4.0,0.35714285714030614,0.763,0.16129032257960457,0.024545945605404632,0.0,0.09090909090826446,guest,a visitor to whom hospitality is extended,i90350
es,0.0,1,0.0028837866883280583,0.0028837866883280583,0.0028837866883280588,0.3148272462236766,0.3148272462236766,0,0,"guest, invitee",1,2,5,7.5,0.7435,1.3585e-05,2.5,0.45833333332951387,0.7435,0.11538461538372781,0.015258258955436565,0.02702702702695398,0.24999999999375,guest,a visitor to whom hospitality is extended,i90350
it,0.9999999998987131,4,0.005282009539946864,0.005282009539946864,0.005282009539946865,0.9200296133589448,0.9200296133589448,1,1,"male monarch, king, rex",4,1,9,2.0,0.176,0.000182,9.0,0.0,0.176,0.4838709677388137,0.1896985647603201,0.054794520547870144,0.0,male monarch,a male sovereign; ruler of a kingdom,i90847
es,0.698594120123099,3,0.004581666719332157,0.004581666719332157,0.004581666719332158,0.7777858378055869,0.7777858378055869,1,1,"male monarch, king, rex",9,2,6,5.0,0.188,9.097e-05,3.0,0.24999999999791667,0.188,0.1538461538449704,0.11402533292168154,0.2432432432425858,0.24999999999375,male monarch,a male sovereign; ruler of a kingdom,i90847
nb,0.6396945227499312,3,0.004509082472951008,0.004509082472951008,0.004509082472951008,0.761816683374293,0.761816683374293,1,1,"male monarch, king, rex",0,1,3,5.0,0.334,4.37e-05,3.0,0.249999999996875,0.334,0.22222222221975307,0.06307242826211307,0.0,0.0,male monarch,a male sovereign; ruler of a kingdom,i90847
en,0.0,1,0.0036277736735584164,0.0036277736735584164,0.003627773673558417,0.544342140415712,0.544342140415712,1,0,"male monarch, king, rex",79,3,12,6.333333333333333,0.5086666666666667,5.345666666666666e-05,4.0,0.33333333333,0.5086666666666667,0.4285714285653061,0.11110862066044827,0.3949999999998025,0.18181818181652892,male monarch,a male sovereign; ruler of a kingdom,i90847
nb,0.9999999998467901,4,0.00378498004436971,0.00378498004436971,0.0037849800443697105,0.5867636079438291,0.5867636079438291,0,1,prince,0,1,1,5.0,0.786,1.58e-05,1.0,0.249999999996875,0.786,0.0,0.022751164619724235,0.0,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
en,0.17124497887989365,1,0.0031727545735501465,0.0031727545735501465,0.0031727545735501465,0.4103231545785302,0.4103231545785302,0,0,prince,14,1,1,6.0,0.715,5.25e-05,1.0,0.299999999997,0.715,0.0,0.10898557311520538,0.069999999999965,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
it,0.025501546513774533,1,0.0029142218377773074,0.0029142218377773074,0.0029142218377773074,0.3253258265065531,0.3253258265065531,0,0,prince,11,1,2,8.0,0.855,5.62e-05,2.0,0.42857142856836733,0.855,0.03225806451592091,0.057828050703269226,0.1506849315066429,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
es,0.0,1,0.002810064426791155,0.002810064426791155,0.002810064426791155,0.28893040412815924,0.28893040412815924,0,0,prince,1,1,1,8.0,0.821,4.17e-05,1.0,0.49999999999583333,0.821,0.0,0.051141650886185115,0.02702702702695398,0.0,prince,a male member of a royal family other than the sovereign (especially the son of a sovereign),i92240
it,0.9999999997236217,4,0.003724232844787538,0.003724232844787538,0.0037242328447875386,0.5705838762749931,0.5705838762749931,0,0,saint,4,3,6,3.3333333333333335,0.19633333333333333,0.0001935333333333333,2.0,0.09523809523741497,0.19633333333333333,0.03225806451592091,0.20178844230768087,0.054794520547870144,0.18181818181652892,saint,a person who has died and has been declared a saint by canonization,i92688
en,0.3590620679707667,2,0.0034732897328867383,0.0034732897328867383,0.0034732897328867383,0.5008251880282901,0.5008251880282901,0,0,saint,45,1,3,5.0,0.206,2.57e-05,3.0,0.199999999998,0.206,0.2857142857102041,0.04951065233557793,0.2249999999998875,0.0,saint,a person who has died and has been declared a saint by canonization,i92688
es,0.40069769071302686,2,0.0033938525144561827,0.0033938525144561827,0.003393852514456183,0.4776887044434639,0.4776887044434639,0,0,saint,13,1,3,5.0,0.201,7.41e-05,3.0,0.24999999999791667,0.201,0.1538461538449704,0.09249402145549877,0.35135135135040174,0.0,saint,a person who has died and has been declared a saint by canonization,i92688
nb,0.0,1,0.0030267792349539654,0.0030267792349539654,0.0030267792349539654,0.3632220887805429,0.3632220887805429,0,0,saint,0,1,1,6.0,0.75,4.37e-05,1.0,0.3749999999953125,0.75,0.0,0.06307242826211307,0.0,0.0,saint,a person who has died and has been declared a saint by canonization,i92688
en,0.9999999993988864,4,0.003859671989127625,0.003859671989127625,0.003859671989127626,0.6063051963177107,0.6063051963177107,0,0,fog,4,1,3,3.0,0.199,7.94e-06,3.0,0.0,0.199,0.2857142857102041,0.01009742125176511,0.01999999999999,0.0,fog,droplets of water vapor suspended in the air near the ground,i97801
nb,0.45434216215010476,2,0.003492542447110757,0.003492542447110757,0.0034925424471107572,0.5063529592265439,0.5063529592265439,0,0,fog,1,1,2,4.0,0.598,6.76e-06,2.0,0.1249999999984375,0.598,0.11111111110987654,0.009686497116957389,0.199999999996,0.0,fog,droplets of water vapor suspended in the air near the ground,i97801
it,0.0,1,0.0031072358810055956,0.0031072358810055956,0.0031072358810055956,0.389456540107325,0.389456540107325,0,0,fog,2,2,8,7.0,0.48750000000000004,5.8830499999999995e-06,4.0,0.35714285714030614,0.48750000000000004,0.16129032257960457,0.005083042259048828,0.027397260273935072,0.09090909090826446,fog,droplets of water vapor suspended in the air near the ground,i97801
es,0.03567578251456022,1,0.0031005523900038056,0.0031005523900038056,0.003100552390003806,0.3873032793025539,0.3873032793025539,0,0,fog,0,1,1,6.0,0.676,8.13e-06,1.0,0.33333333333055554,0.676,0.0,0.008296000268535147,0.0,0.0,fog,droplets of water vapor suspended in the air near the ground,i97801
nb,0.999999999862297,4,0.003918580632036961,0.003918580632036961,0.003918580632036961,0.6214524979318677,0.6214524979318677,0,1,"violent storm, storm",0,2,2,4.5,0.771,1.3145e-05,1.0,0.18749999999765626,0.771,0.0,0.018914141144077554,0.0,0.3333333333222222,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
it,0.08575105424545282,1,0.0029682626840174813,0.0029682626840174813,0.0029682626840174813,0.34369982014714306,0.34369982014714306,0,0,"violent storm, storm",5,7,28,7.666666666666667,0.743,1.4113333333333334e-05,4.666666666666667,0.40476190475901364,0.743,0.20430107526749916,0.01371048020818909,0.06849315068483768,0.5454545454495868,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
en,0.05212223174161874,1,0.0026618094512238805,0.0026618094512238805,0.002661809451223881,0.2347291297146327,0.2347291297146327,0,0,"violent storm, storm",8,2,4,9.0,0.8345,3.17e-05,2.0,0.599999999994,0.8345,0.14285714285510204,0.0628259331071363,0.03999999999998,0.09090909090826446,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
es,0.0,1,0.002284869438691501,0.002284869438691501,0.0022848694386915012,0.08203187764713378,0.08203187764713378,0,0,"violent storm, storm",4,2,4,12.5,0.8425,1.8e-05,2.0,0.8749999999927084,0.8425,0.0769230769224852,0.02089315759937236,0.10810810810781592,0.24999999999375,violent storm,a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning,i97824
it,0.9999999989940814,4,0.004370521451137523,0.004370521451137523,0.004370521451137523,0.7306053205535625,0.7306053205535625,1,1,"rain, rainfall",7,2,15,6.0,0.5375,0.00011525,7.5,0.2857142857122449,0.5375,0.387096774191051,0.11972752490890398,0.09589041095877275,0.09090909090826446,rain,water falling in drops from vapor condensed in the atmosphere,i98034
es,0.5553884176182639,3,0.0043578455713685444,0.0043578455713685444,0.0043578455713685444,0.7277007935904483,0.7277007935904483,1,1,"rain, rainfall",3,1,3,6.0,0.186,4.07e-05,3.0,0.33333333333055554,0.186,0.1538461538449704,0.04986534315256433,0.08108108108086194,0.0,rain,water falling in drops from vapor condensed in the atmosphere,i98034
en,0.5580704142834219,3,0.004334795233910312,0.004334795233910312,0.004334795233910311,0.7223973669330391,0.7223973669330391,1,1,"rain, rainfall",5,2,4,6.0,0.48050000000000004,2.8955e-05,2.0,0.299999999997,0.48050000000000004,0.14285714285510204,0.05673419215414834,0.0249999999999875,0.09090909090826446,rain,water falling in drops from vapor condensed in the atmosphere,i98034
nb,0.0,1,0.0042832626001861555,0.0042832626001861555,0.004283262600186156,0.7104380023232071,0.7104380023232071,1,1,"rain, rainfall",1,2,2,5.5,0.506,1.256e-05,1.0,0.31249999999609374,0.506,0.0,0.018068695293511336,0.199999999996,0.3333333333222222,rain,water falling in drops from vapor condensed in the atmosphere,i98034
nb,0.9999999998762806,4,0.004450878292870698,0.004450878292870698,0.004450878292870698,0.7488244392494954,0.7488244392494954,0,1,"snowfall, snow",0,1,1,3.0,0.486,3.8e-05,1.0,0.0,0.486,0.0,0.05483475074377557,0.0,0.0,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
en,0.7999279275263064,4,0.0038715604483835196,0.0038715604483835196,0.0038715604483835196,0.6093806357699314,0.6093806357699314,0,1,"snowfall, snow",2,2,5,6.0,0.196,2.368e-05,2.5,0.299999999997,0.196,0.21428571428265306,0.0450278411424866,0.009999999999995,0.09090909090826446,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
es,0.0583814625790174,1,0.0033745612529126117,0.0033745612529126117,0.0033745612529126117,0.4719883100985241,0.4719883100985241,0,0,"snowfall, snow",0,1,4,5.0,0.208,2.45e-05,4.0,0.24999999999791667,0.208,0.23076923076745562,0.029189157867907507,0.0,0.0,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
it,0.0,1,0.0033084254110325034,0.0033084254110325034,0.003308425411032504,0.4521953629296222,0.4521953629296222,0,0,"snowfall, snow",2,2,5,6.0,0.1995,1.503e-05,2.5,0.2857142857122449,0.1995,0.06451612903184183,0.014671380880305913,0.027397260273935072,0.09090909090826446,snowfall,precipitation falling from clouds in the form of ice crystals,i98073
nb,0.999999999918897,4,0.005314767564717473,0.005314767564717473,0.005314767564717474,0.9262122722552656,0.9262122722552656,1,1,"weather, conditions, weather condition",2,1,1,3.0,0.186,0.000191,1.0,0.0,0.186,0.0,0.2759513578149401,0.399999999992,0.0,weather,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
it,0.882554586194241,4,0.004883979680525323,0.004883979680525323,0.004883979680525323,0.8416833891848581,0.8416833891848581,1,1,"weather, conditions, weather condition",13,1,17,5.0,0.524,0.000955,17.0,0.21428571428418366,0.524,0.9999999999935484,0.9999998951744721,0.17808219178057796,0.0,weather,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
en,0.08566461664656301,1,0.0028239164389017683,0.0028239164389017683,0.0028239164389017688,0.2938477229308495,0.2938477229308495,0,1,"weather, conditions, weather condition",11,4,6,11.333333333333334,0.632,6.873333333333333e-05,1.6666666666666667,0.833333333325,0.632,0.09523809523673471,0.1450108049804772,0.0549999999999725,0.2727272727247934,weather,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
es,0.0,1,0.002695392517839126,0.002695392517839126,0.0026953925178391266,0.24726683381071896,0.24726683381071896,1,0,"weather, conditions, weather condition",6,4,9,12.666666666666666,0.8109999999999999,0.00035673,2.6666666666666665,0.8888888888814814,0.8109999999999999,0.128205128204142,0.45321687620874307,0.16216216216172388,0.74999999998125,weather,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,i98170
